\AidData TUFF Project ID;Recommended For Aggregates;Umbrella;Financier Country;Recipient;Recipient Region;Commitment Year;Title;Status;Intent;Flow Type;Concessional;Flow Class;Sector Code;Sector Name;Funding Agencies;Funding Agencies Type;Amount (Original Currency);Original Currency;Amount (Constant USD2017);Amount (Nominal)
61826;Yes;No;China (People's Republic of);Zimbabwe;Africa;2006;Chinese Government provides $1.5 million grant for agricultural inputs;Completion;Development;Grant;Yes;ODA-like;310;AGRICULTURE, FORESTRY, FISHING;Unspecified Chinese Government Institution;Government Agency;1500000;USD;2645149.912;1500000
62117;Yes;No;China (People's Republic of);Zimbabwe;Africa;2006;NORINCO provides $6.2 million supplier credit to Hwange Colliery Company for the acquisition of mining equipment (linked to #72970);Completion;Commercial;Supplier's Credit/Export Seller's Credit;No;OOF-like;320;INDUSTRY, MINING, CONSTRUCTION;China North Industries Group Corporation Limited (NORINCO Group) ;State-owned Company;6200000;USD;10933286.3;6200000
72970;Yes;No;China (People's Republic of);Zimbabwe;Africa;2006;NORINCO reschedules Hwange Colliery Company’s outstanding debt obligations by providing a 2 year grace period (linked to #62117);Completion;Mixed;Debt rescheduling;Vague;OOF-like;600;ACTION RELATING TO DEBT;China North Industries Group Corporation Limited (NORINCO Group) ;State-owned Company;;;;
73098;Yes;No;China (People's Republic of);Zimbabwe;Africa;2006;China establishes Confucius Institute at the University of Zimbabwe (linked to #18777);Completion;Representational;Grant;Yes;OOF-like;110;EDUCATION;Hanban (Confucius Institute Headquarters);Government Agency;;;;
53814;Yes;No;China (People's Republic of);Afghanistan;Asia;2005;China donates $1 million in material aid to Afghanistan's Legislature;Completion;Development;Grant;Yes;ODA-like;150;GOVERNMENT AND CIVIL SOCIETY;Unspecified Chinese Government Institution;Government Agency;1000000;USD;1883545.434;1000000
69992;Yes;No;China (People's Republic of);Afghanistan;Asia;2005;China provides grant to the Jamhuriat Hospital Office Building Construction Project (Linked to Project ID #34502, #34498, #69993, #54775);Completion;Development;Grant;Yes;ODA-like;120;HEALTH;Unspecified Chinese Government Institution;Government Agency;;;;
69993;Yes;No;China (People's Republic of);Afghanistan;Asia;2005;Chinese Government provides $25 million grant for Jamhuriat Hospital Construction Project (Linked to Project ID#34502, #69992, #54775);Completion;Development;Grant;Yes;ODA-like;120;HEALTH;China Ministry of Commerce;Government Agency;25000000;USD;47088635.84;25000000
42352;Yes;No;China (People's Republic of);Albania;Europe;2005;Chinese Government provides RMB 10 million grant — via ETCA — for provision of 1400 computers and computer accessories to Albanian high schools;Completion;Development;Grant;Yes;ODA-like;110;EDUCATION;Unspecified Chinese Government Institution;Government Agency;10000000;CNY;2298782.203;1220454.873
42353;Yes;No;China (People's Republic of);Albania;Europe;2005;China donates 1.500 sports balls to Albania;Completion;Development;Grant;Yes;ODA-like;160;OTHER SOCIAL INFRASTRUCTURE AND SERVICES;Unspecified Chinese Government Institution;Government Agency;13800;USD;25992.92699;13800
85233;Yes;No;China (People's Republic of);Algeria;Africa;2005;Chinese Government dispatches 19th medical team to Algiers, Aïn Defla, Tiaret, Sétif, Khenchela, Batna, Mascara, and Saïda;Completion;Development;Free-standing technical assistance;Yes;ODA-like;120;HEALTH;Unspecified Chinese Government Institution;Government Agency;;;;
59;Yes;No;China (People's Republic of);Angola;Africa;2005;China donates 46 containers of agricultural inputs to Angola;Completion;Development;Grant;Yes;ODA-like;310;AGRICULTURE, FORESTRY, FISHING;Unspecified Chinese Government Institution;Government Agency;1000300;USD;1884110.497;1000300
63;Yes;No;China (People's Republic of);Angola;Africa;2005;China Eximbank provides $38 million for Provincial Fixed-line Telecommunications Expansion and Modernization Project;Completion;Development;Loan;Vague;Vague (Official Finance);220;COMMUNICATIONS;Export-Import Bank of China;State-owned Policy Bank;38000000;USD;71574726.48;38000000
34773;Yes;No;China (People's Republic of);Angola;Africa;2005;China Eximbank provides $41 million buyer’s credit loan for Huambo and Bié Agricultural School Construction Project (linked to #42029, #34795);Completion;Mixed;Export Buyer's Credit;Yes;OOF-like;110;EDUCATION;Export-Import Bank of China;State-owned Policy Bank;41006416.61;USD;77237448.76;41006416.61
34774;Yes;No;China (People's Republic of);Angola;Africa;2005;China Eximbank provides $15.2 million buyer’s credit loan for Malanje Agricultural School Rehabilitation Project (linked to #42029, #34797, #85457);Completion;Mixed;Export Buyer's Credit;Yes;OOF-like;110;EDUCATION;Export-Import Bank of China;State-owned Policy Bank;15255315.95;USD;28734080.7;15255315.95
34775;Yes;No;China (People's Republic of);Angola;Africa;2005;China Eximbank provides $16.1 million buyer’s credit loan for Luanda and Benguela Secondary School Construction and Equipping Project (linked to #42029, #34802, #85457);Completion;Mixed;Export Buyer's Credit;Yes;OOF-like;110;EDUCATION;Export-Import Bank of China;State-owned Policy Bank;16163641.55;USD;30444953.23;16163641.55
34776;Yes;No;China (People's Republic of);Angola;Africa;2005;China Exmbank provides $53 million buyer’s credit loan for Luanda and Benguela Technical School Construction Project (linked to #42029, #34800, #85457);Completion;Mixed;Export Buyer's Credit;Yes;OOF-like;110;EDUCATION;Export-Import Bank of China;State-owned Policy Bank;53044838.28;USD;99912362.93;53044838.28
34777;Yes;No;China (People's Republic of);Angola;Africa;2005;China Eximbank provides $7.18 million buyer’s credit loan for 2 Malanje Secondary Schools Construction Project (linked to #42029, #34822);Completion;Mixed;Export Buyer's Credit;Yes;OOF-like;110;EDUCATION;Export-Import Bank of China;State-owned Policy Bank;7180467.48;USD;13524736.73;7180467.48
34778;Yes;No;China (People's Republic of);Angola;Africa;2005;China Eximbank provides $12.88 million buyer’s credit loan for Huíla Polytechnic Institute and Secondary School Construction Project (linked to #42029, #34822);Completion;Mixed;Export Buyer's Credit;Yes;OOF-like;110;EDUCATION;Export-Import Bank of China;State-owned Policy Bank;12881716.77;USD;24263298.8;12881716.77
34779;Yes;No;China (People's Republic of);Angola;Africa;2005;China Eximbank provides $41.2 million buyer’s credit loan for Kwanza-Sul and Kwanza Norte Agricultural School Construction and Equipping Project (linked to #42029, #34799);Completion;Mixed;Export Buyer's Credit;Yes;OOF-like;110;EDUCATION;Export-Import Bank of China;State-owned Policy Bank;41242776.05;USD;77682642.5;41242776.05
34783;Yes;No;China (People's Republic of);Angola;Africa;2005;China Eximbank provides $7.2 million buyer’s credit loan for Kwanza-Norte Health Center Construction and Equipping Project (linked to #42029);Completion;Mixed;Export Buyer's Credit;Yes;OOF-like;120;HEALTH;Export-Import Bank of China;State-owned Policy Bank;7206258.6;USD;13573315.48;7206258.6
34784;Yes;No;China (People's Republic of);Angola;Africa;2005;China Eximbank provides $85.7 million buyer’s credit loan for for Phase 1 of Caxito, Gandjelas, Luena, and Wako-Kungo Irrigation System Project (linked to #34898, #42029);Completion;Mixed;Export Buyer's Credit;Yes;OOF-like;310;AGRICULTURE, FORESTRY, FISHING;Export-Import Bank of China;State-owned Policy Bank;85775400;USD;161561863;85775400
34785;Yes;No;China (People's Republic of);Angola;Africa;2005;China Eximbank provides $28.871 million buyer’s credit loan for MECANAGRO Agricultural Equipment Acquisition Project (linked to #42029);Completion;Mixed;Export Buyer's Credit;Yes;OOF-like;310;AGRICULTURE, FORESTRY, FISHING;Export-Import Bank of China;State-owned Policy Bank;28871211.6;USD;54380238.78;28871211.6
34788;Yes;No;China (People's Republic of);Angola;Africa;2005;China Eximbank provides $13.13 million buyer’s credit loan for 60kv Quifangondo-Mabubas Transmission Line and Substation Reconstruction Project (linked to #42029, #28218);Completion;Mixed;Export Buyer's Credit;Yes;OOF-like;230;ENERGY;Export-Import Bank of China;State-owned Policy Bank;13134754.4;USD;24739906.67;13134754.4
34789;Yes;No;China (People's Republic of);Angola;Africa;2005;China Eximbank provides $34.53 million buyer’s credit loan for 220kV Cambambe-Luanda Electricity Transmission Line Construction Project (linked to #42029);Completion;Mixed;Export Buyer's Credit;Yes;OOF-like;230;ENERGY;Export-Import Bank of China;State-owned Policy Bank;34530930.9;USD;65040577.22;34530930.9
34796;Yes;No;China (People's Republic of);Angola;Africa;2005;China Eximbank provides $26.26 million buyer’s credit loan for Malanje Hospital Rehabilitation and Equipping Project (linked to #42029);Completion;Mixed;Export Buyer's Credit;Yes;OOF-like;120;HEALTH;Export-Import Bank of China;State-owned Policy Bank;26266949.1;USD;49474992.04;26266949.1
34798;Yes;No;China (People's Republic of);Angola;Africa;2005;China Eximbank provides $36.47 million loan for Benguela Regional Hospital Restoration and Reconstruction Project (linked to #42029, #34830);Completion;Mixed;Export Buyer's Credit;Yes;OOF-like;120;HEALTH;Export-Import Bank of China;State-owned Policy Bank;36469557.9;USD;68692069.25;36469557.9
34836;Yes;No;China (People's Republic of);Angola;Africa;2005;China Eximbank provides $39.424 million buyer’s credit loan for Huambo, Huila, and Benguela Hospital and Health Center Construction and Equipping Project (linked to #42029);Completion;Mixed;Export Buyer's Credit;Yes;OOF-like;120;HEALTH;Export-Import Bank of China;State-owned Policy Bank;39424950;USD;74258684.55;39424950
34841;Yes;No;China (People's Republic of);Angola;Africa;2005;China Eximbank provides $10.81 million buyer’s credit loan for 3 Malanje Health Center Construction and Equipping Project (linked to #42029, #34832);Completion;Mixed;Export Buyer's Credit;Yes;OOF-like;120;HEALTH;Export-Import Bank of China;State-owned Policy Bank;10809387.9;USD;20359973.22;10809387.9
34843;Yes;No;China (People's Republic of);Angola;Africa;2005;China Eximbank provides $43.254 million buyer’s credit loan for Lubango Regional Hospital Construction and Equipping Project (linked to #42029, #34030);Completion;Mixed;Export Buyer's Credit;Yes;OOF-like;120;HEALTH;Export-Import Bank of China;State-owned Policy Bank;43254389.19;USD;81471607.25;43254389.19
34844;Yes;No;China (People's Republic of);Angola;Africa;2005;China Eximbank provides $32.134 million buyer’s credit loan for Huambo Central Hospital Rehabilitation and Equipping and Ambulance Acquisition Project (linked to #42029);Completion;Mixed;Export Buyer's Credit;Yes;OOF-like;120;HEALTH;Export-Import Bank of China;State-owned Policy Bank;32134308.99;USD;60526430.96;32134308.99
34845;Yes;No;China (People's Republic of);Angola;Africa;2005;China Eximbank provides $3.6 million buyer’s credit loan for Huambo Health Center Construction and Equipping Project (linked to #42029, #34030);Completion;Mixed;Export Buyer's Credit;Yes;OOF-like;120;HEALTH;Export-Import Bank of China;State-owned Policy Bank;3603129.3;USD;6786657.74;3603129.3
34846;Yes;No;China (People's Republic of);Angola;Africa;2005;China Eximbank provides $16.67 million buyer’s credit loan for Kwanza-Norte and Kwanza-Sul Municipal Hospital Construction and Equipping Project (linked to #42029, #34030, #34831);Completion;Mixed;Export Buyer's Credit;Yes;OOF-like;120;HEALTH;Export-Import Bank of China;State-owned Policy Bank;16674955.2;USD;31408035.72;16674955.2
34847;Yes;No;China (People's Republic of);Angola;Africa;2005;China Eximbank provides $26.564 million buyer’s credit loan for Luanda Sul Substation and 220kv Transmission Line Construction Project (linked to #42029);Completion;Mixed;Export Buyer's Credit;Yes;OOF-like;230;ENERGY;Export-Import Bank of China;State-owned Policy Bank;26564923.8;USD;50036240.92;26564923.8
34848;Yes;No;China (People's Republic of);Angola;Africa;2005;China Eximbank provides $25.423 million buyer’s credit loan for 220Kv Capanda-Lucala-N'dalatando Transmission Line Construction Project (linked to #42029);Completion;Mixed;Export Buyer's Credit;Yes;OOF-like;230;ENERGY;Export-Import Bank of China;State-owned Policy Bank;25423762.5;USD;47886811.77;25423762.5
34849;Yes;No;China (People's Republic of);Angola;Africa;2005;China Eximbank provides $40.225 million for Luanda Water Supply System Rehabilitation Project (linked to #42029);Implementation;Mixed;Export Buyer's Credit;Yes;OOF-like;140;WATER SUPPLY AND SANITATION;Export-Import Bank of China;State-owned Policy Bank;40225877.1;USD;75767267.13;40225877.1
34850;Yes;No;China (People's Republic of);Angola;Africa;2005;China Eximbank provides $20.136 million buyer’s credit loan for Huambo Water Supply System Rehabilitation Project (linked to #42029);Completion;Mixed;Export Buyer's Credit;Yes;OOF-like;140;WATER SUPPLY AND SANITATION;Export-Import Bank of China;State-owned Policy Bank;22374027;USD;42142496.39;22374027
34851;Yes;No;China (People's Republic of);Angola;Africa;2005;China Eximbank provides $19.385 million buyer’s credit loan for Caxito, Catete, and Uige Water Supply System Rehabilitation Project (linked to #42029, #34030);Completion;Mixed;Export Buyer's Credit;Yes;OOF-like;140;WATER SUPPLY AND SANITATION;Export-Import Bank of China;State-owned Policy Bank;19385342.1;USD;36513172.59;19385342.1
34852;Yes;No;China (People's Republic of);Angola;Africa;2005;China Eximbank provides $60 million buyer’s credit loan for Angolan Public Television (TPV) Center Construction and Equipping Project (linked to #42029);Completion;Mixed;Export Buyer's Credit;Yes;OOF-like;220;COMMUNICATIONS;Export-Import Bank of China;State-owned Policy Bank;60214680;USD;113417085.6;60214680
34853;Yes;No;China (People's Republic of);Angola;Africa;2005;China Eximbank provides $190.5 million buyer’s credit loan for 357 km Quifangondo-Caxito-Uige-Negage Highway Rehabilitation Project (linked to #42029, #34030, #66);Completion;Mixed;Export Buyer's Credit;Yes;OOF-like;210;TRANSPORT AND STORAGE;Export-Import Bank of China;State-owned Policy Bank;190515690.6;USD;358844959.1;190515690.6
34884;Yes;No;China (People's Republic of);Angola;Africa;2005;China Eximbank provides $43.578 million for Agostinho Neto University Campus Facilities Project (linked to #42029);Implementation;Mixed;Export Buyer's Credit;Yes;OOF-like;110;EDUCATION;Export-Import Bank of China;State-owned Policy Bank;43578000;USD;82081142.91;43578000
34885;Yes;No;China (People's Republic of);Angola;Africa;2005;China Eximbank provides $36.9 million for Palace of Justice Courthouse Construction Project (linked to #42029);Implementation;Mixed;Export Buyer's Credit;Yes;OOF-like;150;GOVERNMENT AND CIVIL SOCIETY;Export-Import Bank of China;State-owned Policy Bank;36963000;USD;69621489.87;36963000
34887;Yes;No;China (People's Republic of);Angola;Africa;2005;China Eximbank provides $88.307 million buyer’s credit loan for acquisition of 25 fishing boats and 1000 canoes (linked to #42029);Implementation;Mixed;Export Buyer's Credit;Yes;OOF-like;310;AGRICULTURE, FORESTRY, FISHING;Export-Import Bank of China;State-owned Policy Bank;88307572.5;USD;166331324.9;88307572.5
34889;Yes;No;China (People's Republic of);Angola;Africa;2005;China Eximbank provides $88.062 million buyer’s credit loan for acquisition of 5 patrol boats, 10 shrimping boats, and 2000 canoes (linked to #42029);Implementation;Mixed;Export Buyer's Credit;Yes;OOF-like;310;AGRICULTURE, FORESTRY, FISHING;Export-Import Bank of China;State-owned Policy Bank;88062484.5;USD;165869690.6;88062484.5
34890;Yes;No;China (People's Republic of);Angola;Africa;2005;China Eximbank provides $63.792 million buyer’s credit loan for acquisition of 10 fishing boats, 1 speedboat, 1 naval launch station, 5 patrol vessels, and 1 tugboat (linked to #42029);Implementation;Mixed;Export Buyer's Credit;Yes;OOF-like;310;AGRICULTURE, FORESTRY, FISHING;Export-Import Bank of China;State-owned Policy Bank;63792501.1;USD;120156074.2;63792501.1
67780;Yes;No;China (People's Republic of);Angola;Africa;2005;China donates agricultural tools and materials to Angola;Completion;Development;Grant;Yes;ODA-like;310;AGRICULTURE, FORESTRY, FISHING;Unspecified Chinese Government Institution;Government Agency;;;;
73809;Yes;No;China (People's Republic of);Angola;Africa;2005;China Eximbank provides $8 million loan for Namibe Municipal Hospital Rehabilitation Project (linked to #42029);Completion;Mixed;Export Buyer's Credit;Yes;OOF-like;120;HEALTH;Export-Import Bank of China;State-owned Policy Bank;8337477.6;USD;15704017.86;8337477.6
54569;Yes;No;China (People's Republic of);Antigua and Barbuda;America;2005;China Eximbank loans 65 million RMB for the construction of Mount St. John Medical Center;Completion;Development;Loan;Yes;ODA-like;120;HEALTH;Export-Import Bank of China;State-owned Policy Bank;65000000;CNY;14942084.32;7932956.675
35228;Yes;No;China (People's Republic of);Asia, regional;Asia;2005;China Ocean Shipping Company donates 10 million RMB to tsunami affected countries;Completion;Development;Grant;Yes;ODA-like;720;EMERGENCY RESPONSE;COSCO (China Ocean Shipping Company);State-owned Company;10000000;CNY;2298782.203;1220454.873
35229;Yes;No;China (People's Republic of);Asia, regional;Asia;2005;China Telecom donates 3 million RMB to tsunami affected countries;Completion;Development;Grant;Yes;ODA-like;720;EMERGENCY RESPONSE;China Telecom Corporation Limited;State-owned Company;3000000;CNY;689634.661;366136.4619
35230;Yes;No;China (People's Republic of);Asia, regional;Asia;2005;All-China Federation of Returned Overseas Chinese donates 207.596 RMB to tsunami affected countries;Completion;Development;Grant;Yes;ODA-like;720;EMERGENCY RESPONSE;All-China Federation of Returned Overseas Chinese;Government Agency;207596;CNY;47721.79903;25336.15498
35396;Yes;No;China (People's Republic of);Asia, regional;Asia;2005;ICBC donates 1 million RMB to countries hit by 2004 Indian Ocean tsunami;Completion;Development;Grant;Yes;ODA-like;720;EMERGENCY RESPONSE;Industrial and Commercial Bank of China (ICBC);State-owned Commercial Bank;1000000;CNY;229878.2203;122045.4873
38903;Yes;No;China (People's Republic of);Asia, regional;Asia;2005;Traditional Chinese Physicians Give Free Medical Consultation in Myanmar, Cambodia, and Vietnam ;Completion;Representational;Free-standing technical assistance;Yes;OOF-like;120;HEALTH;Overseas Chinese Affairs Office;Government Agency;;;;
38905;Yes;No;China (People's Republic of);Asia, regional;Asia;2005;Traditional Chinese Physicians Give Free Medical Consultation in Singapore and Thailand ;Completion;Representational;Free-standing technical assistance;Yes;OOF-like;120;HEALTH;Overseas Chinese Affairs Office;Government Agency;;;;
87037;Yes;No;China (People's Republic of);Asia, regional;Asia;2005;PRC Poverty Reduction and Regional Cooperation Fund grants $4.1 million USD for 2005 Projects;Completion;Development;Grant;Yes;ODA-like;430;OTHER MULTISECTOR;China Ministry of Finance;Government Agency;4100000;USD;7722536.278;4100000
41383;Yes;No;China (People's Republic of);Azerbaijan;Asia;2005;China grants 15 million RMB to Azerbaijan for construction projects and economic assistance;Pipeline: Commitment;Development;Grant;Yes;ODA-like;430;OTHER MULTISECTOR;China Ministry of Foreign Affairs;Government Agency;15000000;CNY;3448173.305;1830682.31
54654;Yes;No;China (People's Republic of);Bahamas;America;2005;China granted $50.000 to the Bahamas for the recovery after Hurricane Wilma;Completion;Development;Grant;Yes;OOF-like;720;EMERGENCY RESPONSE;Unspecified Chinese Government Institution;Government Agency;50000;USD;94177.27169;50000
34039;Yes;No;China (People's Republic of);Bangladesh;Asia;2005;China opens Confucius Institute at North-South University in Bangladesh;Completion;Representational;Grant;Yes;OOF-like;110;EDUCATION;Hanban (Confucius Institute Headquarters);Government Agency;;;;
69116;Yes;No;China (People's Republic of);Bangladesh;Asia;2005;China National Electric Wire & Cable Import & Export Corporation gives 1.45 billion BDK suppliers credit for Bogra-Barapukuria 230 KV Transmission Line Project;Completion;Mixed;Supplier's Credit/Export Seller's Credit;Vague;OOF-like;230;ENERGY;China National Electric Wire and Cable Import and Export Corporation (CNEWC);State-owned Company;1450000000;BDT;42582439.18;22607598.63
39903;Yes;No;China (People's Republic of);Barbados;America;2005;Training Courses for Developing Countries (TCDC);Implementation;Development;Free-standing technical assistance;Yes;ODA-like;150;GOVERNMENT AND CIVIL SOCIETY;Unspecified Chinese Government Institution;Government Agency;;;;
42133;Yes;No;China (People's Republic of);Belarus;Europe;2005;China Eximbank provides $184.2 million buyer’s credit loan for Belarusian Telecommunications Network (BeST) Construction and Equipment Supply Project (Linked to Project ID#43258);Completion;Mixed;Export Buyer's Credit;Yes;OOF-like;220;COMMUNICATIONS;Export-Import Bank of China;State-owned Policy Bank;184200000;USD;346949068.9;184200000
43258;Yes;No;China (People's Republic of);Belarus;Europe;2005;China Eximbank provides RMB 405 million government concessional loan for Belarusian Telecommunications Network (BeST) Construction and Equipment Supply Project (Linked to Project ID#42133);Completion;Development;Loan;Yes;ODA-like;220;COMMUNICATIONS;Export-Import Bank of China;State-owned Policy Bank;405000000;CNY;93100679.24;49428422.36
66872;Yes;No;China (People's Republic of);Belarus;Europe;2005;Chinese Government provides RMB 10 million grant to provide equipment to the National Library of Belarus;Completion;Development;Grant;Yes;ODA-like;220;COMMUNICATIONS;Unspecified Chinese Government Institution;Government Agency;10000000;CNY;2298782.203;1220454.873
66922;Yes;No;China (People's Republic of);Belarus;Europe;2005;Chinese Government provides RMB 20 million grant to provide medical equipment and computers and support post-Chernobyl disaster response efforts;Completion;Development;Grant;Yes;ODA-like;120;HEALTH;Unspecified Chinese Government Institution;Government Agency;20000000;CNY;4597564.407;2440909.746
32;Yes;No;China (People's Republic of);Benin;Africa;2005;China trains 92 people from Benin;Completion;Development;Scholarships/training in the donor country;Yes;ODA-like;110;EDUCATION;Unspecified Chinese Government Institution;Government Agency;;;;
35658;Yes;No;China (People's Republic of);Benin;Africa;2005;Chinese Government dispatches 14th medical team to Lokossa, Natitingou, Cotonou, and Kandi;Completion;Development;Free-standing technical assistance;Yes;ODA-like;120;HEALTH;Unspecified Chinese Government Institution;Government Agency;;;;
59746;Yes;No;China (People's Republic of);Benin;Africa;2005;Chinese Government provides RMB 78 million grant for Ministry of Foreign Affairs and African Integration (MAEIA) Building Construction Project (linked to #59754);Completion;Development;Grant;Yes;ODA-like;150;GOVERNMENT AND CIVIL SOCIETY;China Ministry of Commerce;Government Agency;78000000;CNY;17930501.19;9519548.01
70438;Yes;No;China (People's Republic of);Benin;Africa;2005;Chinese Embassy in Benin donates basic necessity materials to Togolese refugees in Benin;Completion;Development;Grant;Yes;ODA-like;720;EMERGENCY RESPONSE;Unspecified Chinese Government Institution;Government Agency;;;;
70470;Yes;No;China (People's Republic of);Benin;Africa;2005; Chinese Government donates office supplies to the Benin Ministry of Industry and the Ministry of Foreign Affairs;Completion;Development;Grant;Yes;ODA-like;150;GOVERNMENT AND CIVIL SOCIETY;Unspecified Chinese Government Institution;Government Agency;1000000;CNY;229878.2203;122045.4873
72932;Yes;No;China (People's Republic of);Benin;Africa;2005;ICBC provides CFAF 28.9 billion loan for GSM Mobile Network Expansion Project;Completion;Mixed;Loan;No;OOF-like;220;COMMUNICATIONS;Industrial and Commercial Bank of China (ICBC);State-owned Commercial Bank;28902075774;XOF;103144002.1;54760559.64
35718;Yes;No;China (People's Republic of);Bolivia;America;2005;Chinese Government cancels $4.4 million of the Government of Bolivia’s outstanding obligations;Completion;Development;Debt forgiveness;Yes;ODA-like;600;ACTION RELATING TO DEBT;Unspecified Chinese Government Institution;Government Agency;4400000;USD;8287599.908;4400000
54676;Yes;No;China (People's Republic of);Bolivia;America;2005;China Eximbank provides RMB 18.6 million loan for Acquisition of Equipment for Road Reconstruction in La Paz (Linked to Project ID #39428);Completion;Development;Loan;Yes;ODA-like;210;TRANSPORT AND STORAGE;Export-Import Bank of China;State-owned Policy Bank;18600000;CNY;4275734.898;2270046.064
54681;Yes;No;China (People's Republic of);Bolivia;America;2005;China Eximbank provides RMB 153 million government concessional loan for Home Gas Network Program (linked to #39428);Completion;Development;Loan;Yes;ODA-like;230;ENERGY;Export-Import Bank of China;State-owned Policy Bank;153000000;CNY;35171367.71;18672959.56
66097;Yes;No;China (People's Republic of);Bosnia and Herzegovina;Europe;2005;Chinese Government provides RMB 10 million grant for provision of office equipment and training of government officials;Completion;Development;Grant;Yes;ODA-like;150;GOVERNMENT AND CIVIL SOCIETY;China Ministry of Commerce;Government Agency;10000000;CNY;2298782.203;1220454.873
29;Yes;No;China (People's Republic of);Botswana;Africa;2005;Chinese Government dispatches 11th medical team to Nyangabgwe Referral Hospital and Princess Marina Hospital;Completion;Development;Free-standing technical assistance;Yes;ODA-like;120;HEALTH;Unspecified Chinese Government Institution;Government Agency;;;;
38070;Yes;No;China (People's Republic of);Brazil;America;2005;ICBC and BNP Paribas loan 201 million USD to Gerdau Açominas for purchase of steel mill equipment;Completion;Commercial;Export Buyer's Credit;No;OOF-like;320;INDUSTRY, MINING, CONSTRUCTION;Industrial and Commercial Bank of China (ICBC);State-owned Commercial Bank;100500000;USD;189296316.1;100500000
39035;Yes;No;China (People's Republic of);Brunei Darussalam;Asia;2005;China donates books to Brunei for International Children's Day ;Completion;Development;Grant;Yes;OOF-like;110;EDUCATION;Unspecified Chinese Government Institution;Government Agency;;;;
42904;Yes;No;China (People's Republic of);Bulgaria;Europe;2005;Hanban provides grant for establishment of Confucius Institute at Sofia University;Completion;Representational;Grant;Yes;OOF-like;110;EDUCATION;Hanban (Confucius Institute Headquarters);Government Agency;;;;
66483;Yes;No;China (People's Republic of);Bulgaria;Europe;2005;The Chinese Embassy in Bulgaria grants 10.000 USD to Bulgarian Red Cross for flood relief.;Completion;Development;Grant;Yes;OOF-like;720;EMERGENCY RESPONSE;Chinese Embassy;Government Agency;10000;USD;18835.45434;10000
66643;Yes;No;China (People's Republic of);Bulgaria;Europe;2005;The Chinese Embassy in Bulgaria Donates martial arts equipment to the Lusai Martial Arts Center;Completion;Representational;Grant;Yes;OOF-like;110;EDUCATION;Chinese Embassy;Government Agency;;;;
66654;Yes;No;China (People's Republic of);Bulgaria;Europe;2005;The Chinese government donates 200 books to the Bulgarian National Library;Completion;Development;Grant;Yes;OOF-like;110;EDUCATION;China Ministry of Culture;Government Agency;;;;
67191;Yes;No;China (People's Republic of);Bulgaria;Europe;2005;Chinese Government invites a group of Students from Sofia, Bulgaria Attend the World Chinese Language Teaching Conference in China;Completion;Representational;Scholarships/training in the donor country;Yes;OOF-like;110;EDUCATION;China Ministry of Education|Hanban (Confucius Institute Headquarters);Government Agency|Government Agency;;;;
73215;Yes;No;China (People's Republic of);Bulgaria;Europe;2005;Chinese Government Grants digital Teaching Equipment and Ambulances to the Government of Bulgaria;Completion;Development;Grant;Yes;OOF-like;430;OTHER MULTISECTOR;Unspecified Chinese Government Institution;Government Agency;5000000;CNY;1149391.102;610227.4366
57307;Yes;No;China (People's Republic of);Burundi;Africa;2005;Chinese Government provides grant to support Burundi's 2005 general elections;Pipeline: Commitment;Development;Grant;Yes;ODA-like;150;GOVERNMENT AND CIVIL SOCIETY;Unspecified Chinese Government Institution;Government Agency;;;;
57441;Yes;No;China (People's Republic of);Burundi;Africa;2005;Chinese Government provides grant for technical training and acquisition of vehicles (Linked to Project ID#91);Pipeline: Commitment;Development;Grant;Yes;ODA-like;150;GOVERNMENT AND CIVIL SOCIETY;Unspecified Chinese Government Institution;Government Agency;;;;
66600;Yes;No;China (People's Republic of);Burundi;Africa;2005;Chinese Government provides $500.000 grant for the provision of medical equipment in 2005 (linked to Project ID #66601);Completion;Development;Grant;Yes;ODA-like;120;HEALTH;Unspecified Chinese Government Institution;Government Agency;500000;USD;941772.7169;500000
73394;Yes;No;China (People's Republic of);Burundi;Africa;2005;Chinese Government provides $10 million grant for École Normale Supérieure (ENS) Expansion Project (Linked to Project ID#23098);Completion;Development;Grant;Yes;ODA-like;110;EDUCATION;China Ministry of Commerce;Government Agency;10000000;USD;18835454.34;10000000
73401;Yes;No;China (People's Republic of);Burundi;Africa;2005;Chinese Government provides grant for COTEBU Textile Plant Rehabilitation Project;Completion;Development;Grant;Yes;ODA-like;320;INDUSTRY, MINING, CONSTRUCTION;Unspecified Chinese Government Institution;Government Agency;;;;
73407;Yes;No;China (People's Republic of);Burundi;Africa;2005;Chinese Government provides grant for construction of a CT scanning room at Prince Regent Charles Hospital;Completion;Development;Grant;Yes;ODA-like;120;HEALTH;Unspecified Chinese Government Institution;Government Agency;;;;
73414;Yes;No;China (People's Republic of);Burundi;Africa;2005;Chinese Government provides grant for First Phase of the Hydroelectric Power Plant Technical Cooperation Project (Linked to Project ID #73415 and #73416);Completion;Development;Grant;Yes;ODA-like;230;ENERGY;Unspecified Chinese Government Institution;Government Agency;;;;
35064;Yes;No;China (People's Republic of);Cabo Verde;Africa;2005;Chinese Government provides RMB 31 million interest-free loan for Praia Central Hospital Outpatient Consultation Center and OB-GYN Building Construction Project (Linked to Project ID#35065, ETCA ID#72800);Completion;Development;Loan;Yes;ODA-like;120;HEALTH;China Ministry of Commerce;Government Agency;31000000;CNY;7126224.83;3783410.107
